TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,YEARS_EMPLOYED
0,Revolving loans,F,N,Y,0,,270000,13500,-8359,3
0,Cash loans,F,Y,Y,0,,1185282,34096.5,-20907,13
1,Cash loans,F,N,N,0,193500,900000,31887,-19445,1
0,Cash loans,F,N,N,0,135000,327024,15903,-10178,3
0,Revolving loans,F,,Y,0,,450000,22500,-21501,-1000
0,Cash loans,M,,Y,0,180000,269550,14112,-14507,4
0,Cash loans,F,N,Y,2,225000,197820,14197.5,-13203,16
0,Cash loans,M,Y,Y,0,,450000,20979,-17129,2
0,Cash loans,F,N,N,1,225000,239850,25578,-14300,4
0,Cash loans,F,,Y,0,,900000,35694,-16250,11
0,Revolving loans,F,N,Y,0,112500,540000,27000,-19045,32
0,Cash loans,F,N,N,0,180000,900000,26446.5,-23472,-1000
0,Cash loans,F,Y,Y,0,81000,675000,24376.5,-8668,0
1,Cash loans,M,N,Y,0,,808650,26217,-16404,11
0,Cash loans,F,N,Y,0,112500,814041,23931,-20603,-1000
0,Cash loans,F,N,Y,0,117000,835380,33259.5,-19905,8
0,Cash loans,F,N,Y,1,135000,625536,30222,-13253,0
0,Cash loans,F,N,Y,2,112500,640080,29970,-12965,1
0,Cash loans,F,Y,Y,0,180000,512064,25033.5,-12858,1
0,Cash loans,F,N,Y,1,135000,314055,16033.5,-15569,24
0,Revolving loans,F,N,Y,0,60750,180000,9000,-7736,0
0,Cash loans,F,,Y,1,153000,239850,25960.5,-11507,3
0,Cash loans,F,N,Y,0,99000,508495.5,20295,-19834,10
0,Cash loans,F,,N,2,112500,568800,21442.5,-12430,6
0,Cash loans,F,,N,0,,561384,53433,-22807,0
0,Cash loans,M,Y,N,1,,328365,34609.5,-10349,2
0,Cash loans,M,Y,Y,1,,514602,52861.5,-11634,4
0,Cash loans,F,N,Y,0,,1218906,63243,-20496,31
0,Cash loans,F,Y,N,0,112500,215640,15138,-19866,6
0,Cash loans,F,,Y,1,126000,269550,21294,-13617,2
0,Cash loans,F,N,N,0,112500,536917.5,17874,-15549,0
0,Cash loans,M,Y,Y,0,,152820,15016.5,-18328,10
0,Cash loans,F,N,Y,0,180000,110331,11043,-23791,-1000
0,Cash loans,F,,Y,0,157500,1009566,33493.5,-21769,-1000
0,Cash loans,F,Y,N,0,,168102,19093.5,-18276,11
1,Cash loans,F,,Y,0,360000,781920,42547.5,-9830,1
0,Cash loans,F,N,Y,0,180000,1125000,32895,-9432,5
0,Cash loans,M,N,N,0,,254700,24192,-15874,12
0,Cash loans,F,N,N,0,135000,1293502.5,37948.5,-20626,-1000
0,Revolving loans,F,,Y,0,292500,225000,11250,-14188,3
0,Cash loans,F,N,Y,1,202500,479700,50373,-15039,7
0,Cash loans,F,N,Y,0,,1078200,31653,-19515,1
0,Cash loans,F,N,Y,0,202500,544491,17563.5,-19147,14
0,Revolving loans,M,,N,0,225000,270000,13500,-15204,13
0,Cash loans,M,N,Y,0,40500,127350,7438.5,-19106,-1000
1,Cash loans,M,N,Y,0,90000,276277.5,16915.5,-10089,0
0,Cash loans,M,N,Y,0,90000,90000,9351,-22768,-1000
1,Cash loans,M,,Y,0,157500,382500,30217.5,-10527,4
0,Cash loans,F,N,N,0,90000,675000,19867.5,-22661,-1000
0,Cash loans,F,N,Y,0,,127350,7240.5,-23943,-1000
0,Cash loans,F,N,Y,0,,742500,31590,-20166,7
0,Cash loans,M,,Y,0,112500,454500,14791.5,-14220,4
0,Cash loans,F,,N,0,270000,431280,23395.5,-11368,0
0,Cash loans,M,N,N,0,162000,1129500,33156,-15971,22
0,Cash loans,F,N,N,0,112500,630000,26689.5,-15047,4
0,Cash loans,F,N,Y,0,,675000,28728,-17279,16
0,Cash loans,F,,Y,0,,1190340,63549,-19951,5
0,Cash loans,M,,N,0,,634482,20596.5,-22422,12
0,Cash loans,F,N,N,0,126000,1255680,41629.5,-12405,3
0,Revolving loans,M,N,Y,0,,1350000,67500,-13511,14
0,Revolving loans,F,,Y,1,180000,180000,9000,-11175,2
0,Cash loans,M,Y,N,0,,450000,24543,-10169,2
0,Cash loans,F,N,N,0,,1288350,37669.5,-11411,8
1,Cash loans,F,N,Y,1,81000,81000,8635.5,-15507,18
1,Cash loans,F,N,Y,0,,254700,20119.5,-15466,6
0,Cash loans,M,N,Y,0,,473760,43969.5,-17347,9
0,Cash loans,F,N,N,0,135000,760225.5,30150,-16173,2
0,Cash loans,M,Y,Y,0,,578979,46552.5,-22118,19
0,Cash loans,M,Y,Y,0,225000,1288350,37669.5,-11635,9
0,Cash loans,F,,N,0,148500,521280,19854,-9302,0
0,Cash loans,M,Y,Y,2,270000,728460,57685.5,-14967,2
0,Revolving loans,M,N,Y,0,157500,270000,13500,-19499,3
0,Cash loans,F,,N,0,,545040,20677.5,-23818,-1000
0,Cash loans,F,N,Y,3,225000,1305000,38286,-11100,3
1,Cash loans,M,Y,Y,3,,755190,38686.5,-15645,9
0,Cash loans,F,N,N,0,90000,808650,23643,-20529,8
0,Cash loans,M,N,Y,2,,862560,25348.5,-14391,10
0,Cash loans,M,N,N,0,,158301,14778,-22967,-1000
0,Cash loans,F,,Y,1,112500,239850,23850,-16157,20
0,Cash loans,M,Y,N,1,,1288350,37800,-20846,11
0,Cash loans,M,,Y,0,144000,442791,28426.5,-19862,5
0,Cash loans,F,N,Y,0,,398016,38902.5,-16806,5
1,Cash loans,M,N,N,1,135000,270000,18040.5,-14776,0
0,Cash loans,F,Y,Y,0,,225000,9661.5,-19123,2
0,Cash loans,M,,N,2,202500,900000,26316,-14078,4
0,Revolving loans,F,Y,Y,1,,270000,13500,-13684,18
0,Revolving loans,F,,Y,0,90000,157500,7875,-11515,7
0,Cash loans,M,Y,N,0,,818685,79753.5,-11133,1
0,Cash loans,M,Y,Y,0,202500,675000,26284.5,-12560,6
0,Cash loans,F,N,N,0,144000,472500,44860.5,-15335,23
0,Cash loans,F,,Y,0,,518562,22972.5,-17921,30
0,Cash loans,F,N,Y,0,189000,454500,25375.5,-10730,0
0,Cash loans,M,Y,N,0,180000,450000,21780,-15095,18
0,Cash loans,M,Y,Y,0,225000,269550,19300.5,-9337,7
0,Cash loans,M,Y,Y,2,135000,101880,10939.5,-16290,1
0,Cash loans,F,,N,1,135000,302206.5,12802.5,-16457,9
0,Cash loans,F,,Y,0,315000,808650,23773.5,-23547,-1000
0,Cash loans,M,Y,N,0,,254700,24939,-22255,-1000
0,Revolving loans,M,,Y,1,585000,180000,9000,-13008,7
0,Revolving loans,F,N,Y,0,,337500,16875,-22696,-1000
0,Cash loans,F,N,Y,0,,616500,25915.5,-15216,0
0,Cash loans,M,N,N,0,234000,315000,17217,-16946,0
0,Cash loans,F,N,Y,0,,576072,21847.5,-19149,3
0,Cash loans,M,,Y,2,112500,314100,13963.5,-10239,1
0,Cash loans,M,N,Y,0,108000,225000,13045.5,-24421,-1000
0,Cash loans,F,,Y,0,180000,1223010,48631.5,-15095,4
0,Cash loans,M,Y,Y,1,261000,256500,20394,-8344,1
0,Cash loans,F,N,Y,2,135000,450000,44509.5,-13244,5
0,Cash loans,F,Y,N,1,112500,299772,14580,-10028,4
0,Cash loans,M,Y,N,1,157500,906228,41080.5,-15260,2
0,Cash loans,F,N,Y,0,,808650,23643,-20269,4
0,Revolving loans,F,N,Y,1,90000,247500,12375,-19173,3
0,Cash loans,M,,N,0,,327249,24597,-10904,4
0,Cash loans,F,N,Y,1,135000,254700,28867.5,-8870,5
0,Revolving loans,F,,Y,1,112500,270000,13500,-17677,1
0,Cash loans,F,Y,N,1,112500,533313,40005,-12865,1
0,Cash loans,M,N,Y,0,135000,197820,15664.5,-9641,2
0,Cash loans,F,N,Y,0,202500,1350000,35743.5,-21496,-1000
0,Cash loans,F,N,N,0,,521280,41062.5,-11209,1
0,Cash loans,M,N,Y,0,,269982,28480.5,-20847,-1000
0,Cash loans,F,N,N,0,,808650,26217,-8976,2
0,Cash loans,F,N,Y,0,90000,729792,44775,-15696,7
0,Cash loans,F,,Y,0,112500,157500,8172,-15576,3
0,Cash loans,F,,Y,1,90000,306000,18594,-14483,17
0,Cash loans,F,N,N,0,135000,942300,30528,-9727,1
0,Cash loans,M,,N,0,225000,315000,8662.5,-10732,1
0,Cash loans,M,,Y,2,157500,180000,8518.5,-12295,3
0,Cash loans,M,N,Y,0,157500,474408,24349.5,-22961,-1000
0,Cash loans,M,N,Y,0,247500,760500,27072,-11372,3
0,Cash loans,F,N,N,0,74061,808650,21460.5,-8963,0
0,Cash loans,F,N,N,0,,728847,24214.5,-18820,10
0,Cash loans,M,N,N,0,342000,585000,17865,-13978,-1000
0,Cash loans,F,N,Y,0,135000,625716,16636.5,-20080,12
0,Cash loans,F,N,N,0,128250,225000,10039.5,-24273,-1000
1,Cash loans,F,N,Y,1,,648000,19714.5,-19824,4
0,Cash loans,M,N,Y,1,112500,220500,14863.5,-14489,14
0,Cash loans,F,,N,1,270000,407520,25060.5,-15048,6
0,Cash loans,M,N,N,1,94500,270000,17455.5,-11476,3
0,Cash loans,F,N,N,1,,225000,7195.5,-14164,2
0,Cash loans,F,Y,Y,0,,544491,17694,-12642,3
0,Cash loans,F,,Y,0,,1256400,36864,-15785,10
0,Cash loans,F,N,Y,0,202500,1226511,32485.5,-19895,35
1,Cash loans,M,Y,Y,0,,168102,19093.5,-12762,3
0,Cash loans,F,N,Y,0,157500,1067418,31338,-13524,3
0,Cash loans,M,N,N,0,144000,497520,36054,-8382,1
0,Cash loans,F,Y,Y,3,,729792,35239.5,-23198,3
1,Cash loans,F,N,N,1,99000,450000,30442.5,-10537,0
0,Revolving loans,F,N,Y,0,,450000,22500,-17525,4
0,Cash loans,M,,Y,1,,835380,40320,-13128,3
0,Cash loans,M,,Y,0,90000,1056636,31023,-19953,32
0,Cash loans,F,N,Y,0,112500,508495.5,19894.5,-22644,-1000
0,Cash loans,M,N,Y,0,,490495.5,27517.5,-23203,-1000
0,Cash loans,F,,Y,0,202500,472500,15372,-21496,-1000
0,Cash loans,F,N,Y,2,135000,454500,18153,-14345,7
0,Cash loans,F,Y,Y,1,,900000,29745,-9894,3
0,Cash loans,M,N,N,2,337500,835380,40320,-15068,2
0,Cash loans,M,Y,N,0,180000,474408,25866,-22268,-1000
0,Cash loans,F,N,Y,0,135000,508495.5,37345.5,-10459,4
0,Cash loans,F,,Y,1,,348264,37084.5,-12074,1
0,Cash loans,F,N,Y,0,101250,549882,17869.5,-21194,4
0,Cash loans,F,N,N,0,67500,378706.5,19467,-9963,5
0,Cash loans,F,,Y,0,45000,135000,6624,-16499,3
0,Cash loans,F,N,N,0,,675000,29731.5,-21936,-1000
0,Cash loans,F,N,Y,0,274500,900000,38133,-22889,-1000
0,Cash loans,M,Y,N,1,,876816,44896.5,-21665,11
0,Cash loans,M,N,Y,0,112500,225000,17424,-22622,-1000
0,Cash loans,M,N,Y,0,135000,810000,23683.5,-12823,7
0,Cash loans,F,N,N,1,99000,675000,19867.5,-14639,3
0,Revolving loans,F,N,Y,0,225000,450000,22500,-17831,5
0,Cash loans,M,N,Y,0,153000,521280,25209,-21065,-1000
0,Cash loans,M,N,Y,0,315000,835380,42781.5,-11211,2
0,Cash loans,F,N,N,1,99000,360000,18508.5,-11742,4
0,Cash loans,M,N,N,0,,251118,23031,-12211,1
0,Cash loans,M,Y,N,0,225000,121500,9400.5,-9520,4
0,Cash loans,F,N,Y,0,,545040,25537.5,-14540,2
0,Cash loans,F,N,Y,1,225000,1006920,39933,-15296,21
0,Cash loans,F,,N,0,126000,566055,16681.5,-18311,13
0,Cash loans,M,Y,Y,0,153000,135000,13351.5,-19947,5
0,Cash loans,F,N,Y,4,112500,545040,25537.5,-11214,11
1,Cash loans,M,N,Y,0,157500,297130.5,18085.5,-20170,2
0,Revolving loans,F,N,Y,1,103500,292500,14625,-10328,5
0,Cash loans,F,N,Y,0,135000,490495.5,26262,-14224,2
0,Cash loans,M,N,Y,1,157500,298512,19948.5,-10445,1
0,Cash loans,M,Y,N,1,166500,878733,25821,-11032,2
0,Cash loans,F,Y,Y,2,,900000,50256,-15463,4
0,Cash loans,F,N,Y,1,,601470,30838.5,-12544,9
0,Cash loans,M,Y,Y,2,128250,689607,54612,-12166,2
0,Cash loans,M,N,Y,0,157500,63000,5890.5,-8580,1
0,Cash loans,F,Y,Y,0,,288873,16713,-15868,5
0,Cash loans,F,N,Y,0,,568197,31855.5,-23039,-1000
0,Cash loans,M,N,Y,1,,720000,23926.5,-9608,2
0,Revolving loans,F,N,Y,0,90000,180000,9000,-8109,1
0,Cash loans,M,Y,N,1,225000,1006920,51543,-11648,2
0,Cash loans,F,N,Y,1,207000,697500,27661.5,-12423,12
0,Cash loans,F,N,Y,0,,1080000,31707,-16916,27
0,Cash loans,F,N,N,0,,1113840,50463,-16718,3
1,Cash loans,F,,Y,0,675000,1024740,49428,-15031,10
0,Cash loans,M,N,Y,0,292500,292500,15997.5,-17555,8
0,Cash loans,F,,Y,0,,668304,28444.5,-21756,10
0,Cash loans,F,Y,Y,1,,733315.5,39199.5,-20883,31
1,Cash loans,F,N,Y,0,216000,621000,31837.5,-10189,2
0,Cash loans,F,N,Y,0,261000,900000,26442,-18678,0
0,Cash loans,F,N,Y,0,180000,562491,28849.5,-19475,4
0,Cash loans,F,N,Y,0,,490536,17748,-22706,-1000
0,Cash loans,F,,Y,0,135000,152820,8770.5,-16563,20
0,Revolving loans,M,Y,Y,2,,180000,9000,-12031,5
0,Cash loans,F,N,Y,0,,983299.5,41791.5,-17456,17
0,Cash loans,F,,Y,0,,808650,23175,-23119,-1000
0,Revolving loans,M,N,N,1,135000,270000,13500,-10902,4
0,Cash loans,F,Y,N,0,247500,1350000,53541,-22724,-1000
0,Cash loans,F,N,Y,0,,358443,16839,-9618,1
0,Cash loans,M,Y,N,0,135000,257391,18967.5,-10084,4
0,Cash loans,M,,N,2,135000,679500,28786.5,-16058,7
0,Cash loans,M,,Y,0,90000,102384,6970.5,-10584,2
0,Cash loans,F,,Y,0,85500,288873,17802,-22859,-1000
0,Cash loans,F,Y,Y,0,99000,495000,14184,-20682,-1000
0,Cash loans,M,Y,Y,0,,640080,31261.5,-19887,1
0,Cash loans,F,N,N,0,,1125000,32895,-11670,3
0,Cash loans,M,Y,Y,0,,675000,21906,-21105,-1000
0,Cash loans,M,Y,Y,2,108000,594121.5,26298,-13675,5
0,Cash loans,F,N,Y,0,121500,675000,29731.5,-20689,12
1,Cash loans,F,Y,Y,1,,497520,52789.5,-11453,2
0,Cash loans,F,,N,0,135000,386784,28273.5,-12772,1
0,Cash loans,F,N,Y,1,54000,679500,45724.5,-14756,2
0,Cash loans,F,N,Y,0,,973710,34497,-14841,2
0,Cash loans,F,N,Y,0,,785398.5,31275,-17409,5
0,Cash loans,F,Y,N,3,54000,269550,14751,-11215,11
0,Cash loans,F,,N,0,,1575000,41548.5,-17521,24
0,Cash loans,F,N,Y,0,85500,832500,25240.5,-20991,-1000
0,Revolving loans,F,N,N,0,,540000,27000,-16382,17
0,Revolving loans,M,Y,N,0,90000,135000,6750,-19562,0
0,Revolving loans,F,N,Y,1,,180000,9000,-7690,0
0,Cash loans,M,Y,Y,0,,755190,36459,-15257,12
0,Cash loans,F,N,Y,0,112500,900000,38263.5,-20302,-1000
0,Cash loans,F,N,Y,3,112500,548770.5,26527.5,-13455,18
0,Cash loans,M,,Y,0,,1125000,46557,-15773,0
0,Cash loans,F,N,N,0,112500,545040,19705.5,-13656,7
0,Cash loans,F,N,N,0,126000,473760,50400,-16917,5
0,Cash loans,M,N,Y,0,112500,631332,33633,-22408,-1000
1,Cash loans,F,,N,2,,1125000,47664,-15011,12
0,Cash loans,M,Y,Y,0,157500,454500,27936,-17159,5
0,Cash loans,F,N,N,0,,1350000,39604.5,-10484,0
0,Cash loans,F,N,Y,0,90000,450000,22018.5,-13066,3
0,Cash loans,F,,Y,2,,587619,18954,-10214,8
0,Cash loans,F,Y,Y,0,225000,675000,32602.5,-13724,1
0,Cash loans,M,Y,Y,0,270000,675000,49117.5,-12674,4
0,Cash loans,F,N,Y,0,,338832,17428.5,-16949,-1000
0,Cash loans,F,,Y,1,135000,526491,26878.5,-11039,3
0,Cash loans,F,N,N,2,225000,640080,29970,-14568,6
0,Cash loans,M,N,N,0,,405000,15399,-20097,6
0,Cash loans,F,N,N,2,,568800,15133.5,-10519,0
0,Cash loans,M,N,N,0,180000,450000,32746.5,-9380,4
0,Cash loans,F,Y,N,0,180000,239850,25195.5,-12955,2
0,Cash loans,M,Y,Y,0,180000,1350000,37255.5,-21827,-1000
1,Cash loans,M,,N,0,,450000,30442.5,-10145,5
0,Cash loans,F,,N,0,,454500,46701,-11649,4
0,Cash loans,M,N,Y,1,189000,270000,13131,-14849,3
0,Cash loans,F,N,Y,2,,254700,20250,-11657,0
0,Cash loans,F,,N,0,67500,254700,13446,-24712,-1000
0,Cash loans,F,,N,0,157500,540000,26109,-10187,0
0,Cash loans,F,N,N,0,67500,61263,4576.5,-20230,-1000
0,Cash loans,F,N,Y,1,54000,170640,11034,-10642,5
0,Cash loans,M,,Y,1,180000,481855.5,50728.5,-10022,1
0,Cash loans,F,N,Y,0,112500,1078200,31653,-22688,26
0,Cash loans,F,Y,N,0,225000,1255680,38200.5,-17921,1
0,Cash loans,F,,Y,0,256500,1096020,56092.5,-8790,3
0,Cash loans,M,Y,Y,1,72000,143910,14233.5,-17588,-1000
0,Cash loans,F,,Y,0,135000,508495.5,20295,-22033,-1000
0,Cash loans,M,,N,0,112500,450000,22018.5,-14059,0
0,Cash loans,M,N,Y,0,,260640,24034.5,-15347,3
0,Cash loans,F,,Y,0,675000,1437723,76729.5,-18121,7
0,Cash loans,F,,Y,0,90000,254700,14350.5,-24382,-1000
0,Cash loans,F,Y,Y,0,144000,114682.5,12172.5,-14767,1
0,Revolving loans,F,Y,Y,2,81000,180000,9000,-9996,5
0,Cash loans,F,N,Y,0,180000,180000,17662.5,-14656,9
0,Cash loans,F,N,N,0,,170640,7951.5,-15485,1
0,Cash loans,M,N,N,0,81000,352422,26347.5,-12069,5
0,Cash loans,M,Y,N,0,,585000,29718,-20444,12
0,Cash loans,F,Y,Y,2,108000,302206.5,15822,-11449,3
0,Cash loans,F,N,Y,0,81000,358443,13639.5,-18701,30
0,Cash loans,M,Y,N,0,153000,990000,52744.5,-18860,7
0,Cash loans,F,,Y,0,,755190,32125.5,-16365,0
0,Cash loans,F,Y,Y,1,292500,729922.5,37399.5,-12740,9
0,Cash loans,F,N,Y,0,315000,966555,51628.5,-11905,9
0,Cash loans,F,N,Y,1,202500,1256400,44644.5,-14994,14
0,Cash loans,M,,N,1,157500,318528,25294.5,-12027,4
0,Revolving loans,M,Y,Y,1,315000,495000,24750,-13096,6
0,Cash loans,M,N,Y,0,67500,855000,24997.5,-18942,8
0,Cash loans,F,N,Y,0,90000,225000,10822.5,-20228,6
0,Cash loans,F,Y,Y,0,112500,1288350,37800,-17911,4
1,Cash loans,F,,Y,0,135000,787131,42066,-16883,16
0,Cash loans,F,N,Y,0,,136287,10894.5,-17560,3
0,Cash loans,F,N,Y,0,,700830,22738.5,-16518,9
0,Cash loans,M,,Y,1,117000,453514.5,27535.5,-13027,8
0,Cash loans,F,Y,Y,2,135000,841437,33912,-15681,1
0,Cash loans,F,N,N,0,135000,755190,30078,-20996,-1000
0,Cash loans,F,N,Y,1,90000,562491,23962.5,-14853,5
0,Cash loans,F,N,Y,2,90000,284400,22599,-11181,6
0,Cash loans,F,Y,N,0,,675000,34596,-10193,9
0,Cash loans,F,N,Y,0,,2085120,72607.5,-20142,-1000
0,Cash loans,F,N,N,0,135000,187704,10903.5,-23509,-1000
0,Cash loans,F,N,Y,0,63000,270000,14647.5,-16146,19
0,Cash loans,M,,Y,0,112500,177903,16447.5,-14981,4
1,Cash loans,F,Y,N,1,,547344,21973.5,-14765,6
0,Cash loans,F,Y,Y,0,292500,814041,23800.5,-13557,10
0,Cash loans,M,N,Y,0,135000,319981.5,15520.5,-22723,-1000
0,Cash loans,M,Y,Y,0,,239850,23850,-19279,3
0,Cash loans,F,N,Y,1,,254700,20250,-9729,7
0,Cash loans,F,,Y,0,166500,127350,10890,-11279,4
0,Cash loans,M,Y,Y,0,,132768,7330.5,-17861,3
1,Cash loans,M,,Y,0,216000,640080,31261.5,-15152,0
0,Cash loans,F,,Y,1,216000,178290,18850.5,-11478,1
0,Cash loans,M,,Y,0,,341280,21807,-14295,5
0,Revolving loans,F,,N,0,,180000,9000,-9149,1
0,Cash loans,M,Y,Y,0,157500,270000,13914,-10337,1
0,Cash loans,M,,Y,0,,1256400,40657.5,-12049,1
0,Cash loans,F,,N,0,180000,312768,19264.5,-22426,-1000
0,Cash loans,M,N,N,0,135000,544491,21096,-13668,8
0,Cash loans,F,,Y,1,225000,640080,31261.5,-11787,2
1,Cash loans,M,Y,Y,0,135000,657702,18976.5,-9814,0
0,Cash loans,F,,Y,2,112500,427500,31108.5,-10505,5
0,Cash loans,M,Y,N,0,202500,450000,14755.5,-15983,0
0,Cash loans,F,N,Y,0,81000,203760,13747.5,-10399,2
0,Cash loans,M,N,Y,1,,244584,15759,-11432,2
0,Cash loans,F,N,N,0,103500,513531,19161,-17968,0
0,Cash loans,F,,Y,0,90000,225000,12694.5,-23255,-1000
0,Cash loans,M,N,Y,0,157500,1546020,42511.5,-20877,-1000
0,Cash loans,F,N,Y,0,,315000,22918.5,-12469,10
0,Cash loans,M,N,Y,1,,292500,15997.5,-8806,3
0,Cash loans,F,N,Y,0,,969579,32175,-18842,5
0,Cash loans,F,,Y,0,90000,143910,14872.5,-21497,-1000
0,Cash loans,F,N,N,0,67500,284400,20740.5,-8895,1
1,Cash loans,F,N,Y,0,,1002726,29448,-23023,-1000
0,Cash loans,M,Y,N,2,135000,675000,34465.5,-10466,3
0,Cash loans,F,N,N,1,112500,254700,27153,-11540,3
0,Cash loans,F,Y,Y,0,,675000,26770.5,-21102,-1000
0,Cash loans,F,N,N,0,135000,522000,17095.5,-23248,-1000
0,Cash loans,F,,Y,2,,1298970,46786.5,-20998,-1000
0,Cash loans,F,Y,N,3,,900000,35694,-12326,8
0,Cash loans,M,Y,N,0,247500,913500,30321,-13464,2
0,Cash loans,M,Y,Y,0,405000,1154565,41598,-16513,1
0,Cash loans,F,,N,0,292500,260640,18535.5,-22023,4
0,Cash loans,M,Y,N,1,,450000,22018.5,-11131,7
0,Cash loans,F,N,Y,0,135000,832500,27643.5,-23547,-1000
0,Cash loans,F,N,N,0,562500,1800000,62698.5,-19451,3
0,Cash loans,F,N,Y,0,135000,284400,10849.5,-23118,-1000
1,Cash loans,M,Y,Y,2,,1019299.5,55426.5,-17130,0
0,Cash loans,F,,Y,0,81000,113760,6480,-20003,5
0,Revolving loans,F,,Y,1,67500,202500,10125,-9828,1
0,Cash loans,F,N,Y,0,360000,1255680,41499,-16383,0
1,Cash loans,F,,N,1,135000,337500,16546.5,-13701,5
0,Cash loans,M,N,Y,1,,270000,11142,-10505,3
0,Cash loans,F,N,N,0,54000,497520,28561.5,-21526,-1000
0,Cash loans,M,Y,Y,2,,225000,22383,-13977,4
0,Cash loans,F,,Y,1,108000,495985.5,24255,-10051,8
0,Cash loans,F,,Y,0,241650,824823,24246,-21184,-1000
0,Cash loans,M,Y,Y,0,,675000,32602.5,-15617,6
0,Cash loans,M,N,Y,0,157500,840258,56151,-9495,1
0,Revolving loans,M,Y,Y,2,,180000,9000,-14629,9
1,Cash loans,F,N,Y,0,,254700,20250,-16583,2
0,Cash loans,M,,Y,0,247500,1003500,33165,-15302,1
1,Cash loans,F,,N,1,,331834.5,16092,-15298,7
0,Revolving loans,F,N,Y,0,157500,270000,13500,-19288,2
0,Cash loans,F,N,Y,0,121500,720000,36760.5,-19003,3
0,Cash loans,M,,N,0,,814041,23800.5,-14770,2
0,Revolving loans,F,Y,N,0,,202500,10125,-17105,8
0,Cash loans,F,,N,0,202500,414792,18400.5,-20957,5
0,Cash loans,F,,Y,0,112500,276277.5,23764.5,-21630,-1000
0,Cash loans,F,N,Y,1,112500,132768,7330.5,-10968,4
0,Cash loans,M,Y,Y,0,,193572,20668.5,-20219,7
0,Cash loans,F,N,Y,0,,436032,15790.5,-19153,25
0,Cash loans,F,N,Y,0,157500,485901,25569,-19690,1
0,Revolving loans,M,Y,Y,1,270000,675000,33750,-13442,12
0,Cash loans,M,Y,N,2,,4050000,258025.5,-15176,0
0,Cash loans,F,N,Y,0,85500,808650,26217,-20560,8
0,Revolving loans,F,N,Y,2,135000,405000,20250,-14510,4
1,Cash loans,F,N,Y,0,360000,704844,36117,-17963,11
0,Cash loans,M,Y,N,0,,101880,11101.5,-12180,13
0,Revolving loans,F,Y,Y,0,112500,810000,40500,-20333,-1000
0,Cash loans,F,N,Y,0,,544068,19669.5,-23091,-1000
0,Cash loans,M,Y,Y,1,315000,1350000,39604.5,-15006,2
0,Cash loans,M,Y,Y,0,,1499638.5,41368.5,-13998,2
0,Cash loans,M,Y,Y,0,270000,276313.5,18688.5,-10883,7
0,Cash loans,F,N,Y,0,108000,916470,26928,-22945,-1000
0,Cash loans,M,,Y,0,,508495.5,38146.5,-12882,7
0,Cash loans,F,Y,Y,1,180000,498384,48681,-19728,20
1,Cash loans,F,N,Y,1,117000,427045.5,23296.5,-10176,0
0,Cash loans,F,Y,Y,2,,2013840,55507.5,-11800,13
0,Cash loans,M,,Y,0,135000,900000,46084.5,-18819,1
0,Cash loans,M,N,N,0,202500,360000,22023,-16742,8
0,Cash loans,F,N,Y,2,121500,808650,26217,-13560,4
0,Cash loans,F,,Y,0,112500,225000,21919.5,-18047,2
1,Cash loans,F,N,N,0,,431280,23395.5,-21133,-1000
0,Cash loans,F,Y,Y,0,90000,624289.5,27630,-16103,-1000
0,Cash loans,F,,Y,0,135000,526491,23319,-22121,12
0,Cash loans,F,N,Y,0,495000,780363,31077,-21596,-1000
0,Cash loans,M,Y,Y,0,225000,451102.5,23161.5,-12208,8
0,Cash loans,M,,Y,0,121500,237024,12856.5,-11877,3
0,Cash loans,F,N,Y,0,292500,1008117,29605.5,-19837,8
1,Cash loans,M,N,N,0,112500,521280,26743.5,-20154,15
0,Cash loans,F,N,N,1,157500,810378,26271,-11614,3
0,Cash loans,F,N,Y,0,99000,235053,23377.5,-20348,-1000
0,Revolving loans,M,N,Y,2,,180000,9000,-11869,10
0,Cash loans,F,N,Y,0,112500,673875,28678.5,-18976,2
1,Cash loans,M,N,N,0,189000,835380,40320,-10443,4
0,Cash loans,M,Y,N,1,450000,497520,46516.5,-13428,3
0,Cash loans,M,N,Y,0,90000,101880,10053,-24468,0
0,Cash loans,F,N,Y,0,,269550,10534.5,-18636,-1000
0,Cash loans,M,Y,N,0,382500,675000,80239.5,-12057,1
0,Revolving loans,M,N,Y,0,,270000,13500,-8396,3
0,Cash loans,M,Y,Y,0,90000,67500,4005,-21746,-1000
0,Cash loans,F,N,Y,0,,284400,10849.5,-11669,2
0,Cash loans,F,,N,2,135000,450000,18949.5,-10325,3
0,Cash loans,M,N,Y,1,472500,2606400,79155,-16798,21
0,Cash loans,M,Y,Y,1,,380533.5,23251.5,-19616,-1000
0,Cash loans,M,Y,Y,0,252000,1255680,41629.5,-17420,5
0,Cash loans,F,,N,0,112500,247275,19822.5,-19584,-1000
0,Cash loans,F,,Y,0,,1113840,57001.5,-19665,10
0,Cash loans,F,N,Y,0,90000,271066.5,12069,-23479,-1000
0,Cash loans,M,Y,Y,1,144000,1125000,35050.5,-11293,6
0,Cash loans,F,,Y,2,112500,231813,11965.5,-13558,5
0,Cash loans,F,N,Y,0,112500,267336,13131,-8981,2
